Property Type,Region,Avg Sale To List,Homes Sold,Inventory,Median Dom,Median List Ppsf,Median List Price,Median Sale Ppsf,Median Sale Price,months_of_supply,New Listings,off_market_in_two_weeks,pending_sales,Period Begin,Period Duration,Period End,Price Drops,Sold Above List
All Residential,"Chicago, IL - South Deering",0.935423453,16,41,80,56.98005698,65000,60.20626355,$55K,,23,0.0625,21,11/1/2018,90,1/31/2019,,0.0625
All Residential,"Chicago, IL - Old Town Triangle",0.980562855,25,37,58,353.0113636,341499.5,361.9213501,$393K,,34,0.2,33,11/1/2018,90,1/31/2019,,0.12
All Residential,"Chicago, IL - West Pullman",0.945741931,71,105,59,66.66666667,91000,38.25678811,$44K,,100,0.267605634,86,11/1/2018,90,1/31/2019,,0.14084507
All Residential,"Chicago, IL - Oriole Park",0.977032542,13,17,46,241.1435104,297000,161.2040134,$258K,,10,0.076923077,14,11/1/2018,90,1/31/2019,,0.384615385
All Residential,"Chicago, IL - Washington Heights",0.991952621,87,134,39.5,85.19065191,122450,86.66666667,$128K,,142,0.264367816,124,11/1/2018,90,1/31/2019,,0.344827586
All Residential,"Chicago, IL - Near East Side",0.967402274,21,89,109,479.3939394,525000,407.3748903,$515K,,49,0.095238095,38,11/1/2018,90,1/31/2019,,0.095238095
All Residential,"Chicago, IL - Washington Park",1.067376754,13,25,16,66.25,87450,38.88146382,$70K,,20,0.461538462,18,11/1/2018,90,1/31/2019,,0.384615385
All Residential,"Chicago, IL - The Gap",0.989527396,4,7,42,131.5833333,273600,173.84375,$466K,,6,0.25,5,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Boystown",0.947141991,9,19,37,290.8333333,375000,317.7857143,$328K,,9,0.333333333,9,11/1/2018,90,1/31/2019,,0.111111111
All Residential,"Chicago, IL - Marshall Square",0.956086027,9,8,23,94.56888,234549,119.8156682,$219K,,16,0.444444444,17,11/1/2018,90,1/31/2019,,0.222222222
All Residential,"Chicago, IL - West Lake View",0.975997768,29,44,33,339.4798137,500000,316.9078947,$505K,,32,0.206896552,29,11/1/2018,90,1/31/2019,,0.206896552
All Residential,"Chicago, IL - West Rogers Park",0.954356983,76,118,76,143.9544296,220000,154.4432239,$259K,,85,0.118421053,105,11/1/2018,90,1/31/2019,,0.105263158
All Residential,"Chicago, IL - Brickyard",0.967861487,2,5,41.5,169.5213675,222400,191.496103,$232K,,6,0.5,4,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Bronzeville",0.98097328,87,123,53,142.2942207,209999,125.4545455,$225K,,99,0.24137931,107,11/1/2018,90,1/31/2019,,0.195402299
All Residential,"Chicago, IL - Near North Side",0.971008587,409,1081,87,386.875,439900,363.4937458,$410K,,605,0.149144254,505,11/1/2018,90,1/31/2019,,0.19804401
All Residential,"Chicago, IL - Lathrop",0.956965534,40,81,63,306.2375,761750,286.6666667,$664K,,51,0.15,62,11/1/2018,90,1/31/2019,,0.025
All Residential,"Chicago, IL - Humboldt Park",0.982562967,134,166,48.5,154.3859649,339000,161.1111111,$293K,,139,0.253731343,157,11/1/2018,90,1/31/2019,,0.246268657
All Residential,"Chicago, IL - Longwood Manor",0.98372497,15,30,24,105.4068895,142450,114.8148148,$190K,,36,0.333333333,27,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Wrightwood",0.967383727,24,55,57,382.5,774700,352.2727273,$648K,,24,0.083333333,34,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - Avondale",0.974421828,69,68,47,239.3503727,489000,211.9319936,$370K,,71,0.217391304,85,11/1/2018,90,1/31/2019,,0.130434783
All Residential,"Chicago, IL - Chicago Lawn",0.990395065,107,84,40,97.1636953,168700,87.63818027,$153K,,105,0.317757009,108,11/1/2018,90,1/31/2019,,0.345794393
All Residential,"Chicago, IL - Austin",0.99737642,181,169,27,98.64035088,189450,103.8781163,$160K,,194,0.337016575,194,11/1/2018,90,1/31/2019,,0.357142857
All Residential,"Chicago, IL - Central Chicago",0.98006343,781,1737,81,366.6666667,420000,336.3759297,$383K,,1054,0.145966709,958,11/1/2018,90,1/31/2019,,0.266325224
All Residential,"Chicago, IL - Near South Side",1.009817127,123,182,62.5,314.3455985,379900,325.3955696,$370K,,135,0.097560976,141,11/1/2018,90,1/31/2019,,0.569105691
All Residential,"Chicago, IL - Rosehill",0.971871539,2,6,99,255.4166667,231999,183.9285714,$361K,,4,0,3,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Budlong Woods",0.962289539,29,19,64.5,224.1666667,259900,197.0872695,$255K,,17,0.172413793,24,11/1/2018,90,1/31/2019,,0.172413793
All Residential,"Chicago, IL - New City / Back of the Yards",0.989905628,40,63,33,73.19521104,114400,44.07536908,$83K,,58,0.325,42,11/1/2018,90,1/31/2019,,0.325
All Residential,"Chicago, IL - North Center",0.963708766,106,167,95.5,328.3829003,592450,270.9861111,$529K,,106,0.132075472,121,11/1/2018,90,1/31/2019,,0.08490566
All Residential,"Chicago, IL - West DePaul",0.975535308,7,4,75,348.6111111,450000,327.2222222,$589K,,3,0,12,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Scottsdale",0.992807656,23,18,38,138.5643564,210000,161.1328125,$183K,,15,0.217391304,20,11/1/2018,90,1/31/2019,,0.391304348
All Residential,"Chicago, IL - Margate Park",0.954701587,32,27,35.5,178.8571429,133000,156.2857143,$125K,,28,0.28125,35,11/1/2018,90,1/31/2019,,0.21875
All Residential,"Chicago, IL - Montclare",0.970113859,33,30,64,182.8,266000,183.8235294,$239K,,25,0.242424242,29,11/1/2018,90,1/31/2019,,0.151515152
All Residential,"Chicago, IL - Edison Park",0.952961806,34,33,58.5,223.1270833,328500,235.9346642,$323K,,28,0.235294118,38,11/1/2018,90,1/31/2019,,0.029411765
All Residential,"Chicago, IL - Woodlawn",0.936443498,40,61,50,64.88240065,164500,63.00412781,$168K,,61,0.35,54,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - Old Norwood Park",0.96276569,6,5,124.5,180.7692308,470000,206.1683007,$410K,,3,0,8,11/1/2018,90,1/31/2019,,0.166666667
All Residential,"Chicago, IL - Carl Sandburg Village",0.950611248,20,32,44,294,207450,283.3333333,$230K,,22,0.25,25,11/1/2018,90,1/31/2019,,0.1
All Residential,"Chicago, IL - Sheffield",0.951995963,20,42,85.5,377.5641026,652500,332.7020202,$680K,,22,0,36,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Park West",0.953919462,25,77,80,360.3125,479900,347.2824408,$303K,,41,0.12,37,11/1/2018,90,1/31/2019,,0.04
All Residential,"Chicago, IL - Englewood",1.015039682,49,92,39,25.05832784,50000,24.9,$45K,,83,0.265306122,66,11/1/2018,90,1/31/2019,,0.408163265
All Residential,"Chicago, IL - Roseland",0.974641665,108,176,41,72.90356394,98000,56.18231707,$76K,,137,0.203703704,114,11/1/2018,90,1/31/2019,,0.324074074
All Residential,"Chicago, IL - Old Town",0.970166634,88,170,56.5,353.75,479900,340,$410K,,119,0.181818182,97,11/1/2018,90,1/31/2019,,0.102272727
All Residential,"Chicago, IL - Goose Island",0.989016953,11,23,97,361.761158,399950,336.0576923,$473K,,14,0.090909091,12,11/1/2018,90,1/31/2019,,0.363636364
All Residential,"Chicago, IL - Lake View East",0.965187909,162,281,60,258.2352941,270000,247.6190476,$265K,,207,0.148148148,211,11/1/2018,90,1/31/2019,,0.117283951
All Residential,"Chicago, IL - South Side",0.965989093,443,681,50,98.68421053,175000,95.31641604,$190K,,571,0.284424379,551,11/1/2018,90,1/31/2019,,0.204954955
All Residential,"Chicago, IL - The Chicago University",1.028490991,3,9,11,72.33556655,119999.5,93.16770186,$89K,,14,0.666666667,6,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Homan Square",0.967101919,9,7,82,53.30155665,152450,60.94402673,$135K,,8,0.222222222,11,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Heart of Chicago",0.969841618,37,25,48,214.95,359900,187.8360215,$332K,,29,0.378378378,26,11/1/2018,90,1/31/2019,,0.184210526
All Residential,"Chicago, IL - River North",1.002095999,66,147,62,407.7669903,474900,407.631809,$468K,,99,0.136363636,92,11/1/2018,90,1/31/2019,,0.439393939
All Residential,"Chicago, IL - Big Oaks",0.963091397,7,7,120,228.6245353,294900,223.3333333,$268K,,7,0.285714286,9,11/1/2018,90,1/31/2019,,0.142857143
All Residential,"Chicago, IL - Andersonville",0.965337217,40,62,66.5,274.6424135,575000,239.9210526,$420K,,47,0.1,54,11/1/2018,90,1/31/2019,,0.1
All Residential,"Chicago, IL - Garfield Ridge",0.967176478,92,72,42,209.8444531,249900,175.0607253,$230K,,79,0.239130435,86,11/1/2018,90,1/31/2019,,0.184782609
All Residential,"Chicago, IL - North Side",0.967964467,876,1409,62,307.4175824,500000,282.8157895,$487K,,977,0.170091324,1062,11/1/2018,90,1/31/2019,,0.101598174
All Residential,"Chicago, IL - Burnside",0.980506239,8,23,43,69.63636364,114900,80.10035146,$117K,,15,0.25,5,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - West Garfield Park",0.981473609,33,44,51.5,53.90486271,142500,35.90093161,$106K,,38,0.272727273,39,11/1/2018,90,1/31/2019,,0.303030303
All Residential,"Chicago, IL - South Chicago",0.953636948,44,140,67.5,53.16840278,79900,47.61904762,$69K,,94,0.318181818,62,11/1/2018,90,1/31/2019,,0.204545455
All Residential,"Chicago, IL - South Loop",0.998577276,184,259,67,306.3707165,354950,307.4676492,$350K,,178,0.114130435,203,11/1/2018,90,1/31/2019,,0.456521739
All Residential,"Chicago, IL - Archer Highlands",0.952092177,1,,67,,,145.3703704,$157K,,,0,1,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Magnolia Glen",0.969711946,13,7,52,241.6666667,245000,256.9465757,$235K,,7,0,12,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Little Italy",0.983901433,39,51,70,241.2424242,338000,252.2685185,$308K,,33,0.128205128,42,11/1/2018,90,1/31/2019,,0.256410256
All Residential,"Chicago, IL - Central Station",1.013845015,37,66,63,367.6957001,515000,371.8401045,$525K,,41,0.054054054,45,11/1/2018,90,1/31/2019,,0.675675676
All Residential,"Chicago, IL - Morgan Park",0.961725052,60,72,61.5,111.0555556,163000,101.25,$148K,,67,0.166666667,65,11/1/2018,90,1/31/2019,,0.266666667
All Residential,"Chicago, IL - West Side",0.978784815,962,1180,55,169.8253516,315000,168,$295K,,1032,0.244282744,1091,11/1/2018,90,1/31/2019,,0.229015544
All Residential,"Chicago, IL - Stony Island Park",0.982897871,10,15,58.5,77.56001473,128625,71.16104869,$134K,,14,0.4,13,11/1/2018,90,1/31/2019,,0.4
All Residential,"Chicago, IL - Canaryville",0.98326892,18,13,13,156.5103464,312000,117.9206963,$255K,,22,0.611111111,19,11/1/2018,90,1/31/2019,,0.388888889
All Residential,"Chicago, IL - Wrightwood",0.99197903,34,22,42,127.2081193,177700,124.8153174,$169K,,24,0.294117647,30,11/1/2018,90,1/31/2019,,0.382352941
All Residential,"Chicago, IL - Kenwood",0.927488469,32,61,83,121.0250737,154950,118.4,$240K,,40,0.125,42,11/1/2018,90,1/31/2019,,0.03125
All Residential,"Chicago, IL - Grand Boulevard",0.982739851,57,95,53,140.1228632,209999.5,118.0173092,$229K,,73,0.210526316,69,11/1/2018,90,1/31/2019,,0.228070175
All Residential,"Chicago, IL - North Park",0.960833572,20,21,52,201.9754464,313950,173.8492063,$324K,,16,0.25,23,11/1/2018,90,1/31/2019,,0.05
All Residential,"Chicago, IL - Marquette Park",0.970195638,82,67,40,101.6260163,174950,88.54166667,$150K,,77,0.280487805,79,11/1/2018,90,1/31/2019,,0.280487805
All Residential,"Chicago, IL - Lincoln Square",0.967298443,94,120,58,260.4166667,467500,253.644806,$368K,,82,0.191489362,108,11/1/2018,90,1/31/2019,,0.170212766
All Residential,"Chicago, IL - Sheridan Station Corridor",0.966929228,3,6,162,277.6666667,390000,285,$277K,,5,0,9,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - South Old Irving Park",0.927075622,7,6,79,252.702381,489900,166.8323587,$270K,,7,0,10,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Schorsch Village",0.979146607,19,28,82,181.7345679,289900,181.6666667,$273K,,21,0.263157895,23,11/1/2018,90,1/31/2019,,0.210526316
All Residential,"Chicago, IL - DePaul",0.939320932,13,38,104,423.3333333,695000,338.1818182,$956K,,19,0,24,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Pill Hill / Calument Heights",1.011104315,43,44,47.5,92.87722676,157500,100.2358491,$155K,,48,0.186046512,50,11/1/2018,90,1/31/2019,,0.325581395
All Residential,"Chicago, IL - Little Cassubia",0.95772532,7,7,17,207.459787,379900,207.4579832,$445K,,4,0.285714286,8,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - West Humboldt Park",1.02549893,18,15,14,101.7363423,145400,123.8460225,$180K,,20,0.5,15,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Rosehill",0.942911795,6,8,80.5,152.8235294,359950,163.4627525,$420K,,10,0,12,11/1/2018,90,1/31/2019,,0.166666667
All Residential,"Chicago, IL - Rosemoor",1.005965849,25,38,29,88.54166667,155000,87.41258741,$110K,,35,0.16,29,11/1/2018,90,1/31/2019,,0.44
All Residential,"Chicago, IL - Clearing",0.96608951,55,41,48,153.6249015,229500,171.648827,$215K,,37,0.254545455,48,11/1/2018,90,1/31/2019,,0.272727273
All Residential,"Chicago, IL - West Ridge",0.955536436,112,169,69,144.3716041,222500,155,$235K,,116,0.098214286,155,11/1/2018,90,1/31/2019,,0.107142857
All Residential,"Chicago, IL - The Loop",0.978768593,121,269,96,373.2867133,389900,307.6923077,$335K,,155,0.123966942,166,11/1/2018,90,1/31/2019,,0.214876033
All Residential,"Chicago, IL - Chinatown",1.015812454,10,4,12.5,249.875,269900,264.3115942,$281K,,5,0.6,5,11/1/2018,90,1/31/2019,,0.5
All Residential,"Chicago, IL - Ravenswood Manor",0.950620555,5,3,27,267.4970544,577000,280.3921569,$550K,,4,0.2,6,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - St. Ben's",0.960293476,12,15,64,374.975,649500,322.2578062,$735K,,6,0.083333333,16,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Cragin",0.97758683,44,39,33,155.6857072,317500,158.5743802,$280K,,36,0.340909091,43,11/1/2018,90,1/31/2019,,0.155555556
All Residential,"Chicago, IL - West Englewood",0.954836884,79,102,58,33.33333333,52000,26.31578947,$40K,,89,0.227848101,111,11/1/2018,90,1/31/2019,,0.303797468
All Residential,"Chicago, IL - Woodlawn Ridge",0.964837076,4,4,82.5,65.01742773,182200,75.66926366,$293K,,7,0.5,8,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Archer Heights",0.979190702,15,10,14,155.4945055,250000,162.5239006,$210K,,7,0.533333333,12,11/1/2018,90,1/31/2019,,0.4
All Residential,"Chicago, IL - Hegewisch",0.943773527,16,27,98,110.3720455,121950,94.15464615,$142K,,18,0.1875,19,11/1/2018,90,1/31/2019,,0.25
All Residential,"Chicago, IL - Hermosa",0.970588839,23,33,44,174.3197591,286500,146.9055135,$283K,,22,0.173913043,34,11/1/2018,90,1/31/2019,,0.173913043
All Residential,"Chicago, IL - East Humboldt Park",0.976984685,44,61,62.5,258.8235294,479950,235.7142857,$419K,,48,0.159090909,60,11/1/2018,90,1/31/2019,,0.181818182
All Residential,"Chicago, IL - K-Town",1.027371111,8,11,35.5,73.33654258,145000,43.24337903,$84K,,12,0.375,4,11/1/2018,90,1/31/2019,,0.375
All Residential,"Chicago, IL - Fulton Market",0.966151171,5,8,148,379.7645503,509500,428.3333333,$625K,,8,0,7,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - West Walker",0.97316941,14,18,75.5,171.6346154,265000,192.96875,$369K,,17,0.214285714,19,11/1/2018,90,1/31/2019,,0.357142857
All Residential,"Chicago, IL - Hamlin Park",0.968161539,32,50,100,330.6010929,494900,260.625,$487K,,22,0.0625,27,11/1/2018,90,1/31/2019,,0.09375
All Residential,"Chicago, IL - Calumet Heights",1.015920524,42,44,46,92.87722676,157500,101.2542882,$156K,,48,0.19047619,49,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Irving Park",0.972906766,113,153,76.5,204.1209656,369000,197.9472141,$360K,,107,0.17699115,140,11/1/2018,90,1/31/2019,,0.168141593
All Residential,"Chicago, IL - Edgewater",0.964422198,173,187,66,206.3157895,235000,189.7003067,$215K,,176,0.156069364,222,11/1/2018,90,1/31/2019,,0.086705202
All Residential,"Chicago, IL - Far Southwest Side",0.979543362,446,586,50,112.1938776,174950,110.3760446,$170K,,513,0.221973094,540,11/1/2018,90,1/31/2019,,0.295964126
All Residential,"Chicago, IL - Ashburn Estates",0.995858379,8,5,50,185.75,218950,165.1421029,$218K,,6,0.125,9,11/1/2018,90,1/31/2019,,0.375
All Residential,"Chicago, IL - Bucktown",0.974075325,56,65,91.5,327.7333333,577400,293.3396465,$572K,,38,0.142857143,52,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - Nortown",0.954943099,6,8,57,189.5183175,179000,148.2758621,$139K,,3,0,6,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - East Chatham",0.984991854,8,11,69.5,53.38614801,79900,63.45338619,$89K,,13,0.25,12,11/1/2018,90,1/31/2019,,0.25
All Residential,"Chicago, IL - Vittum Park",0.968951104,7,12,7,173.021978,232450,167.1686747,$196K,,8,0.571428571,4,11/1/2018,90,1/31/2019,,0.285714286
All Residential,"Chicago, IL - Bowmanville",0.987306575,10,14,30,260.4166667,549900,259.1716897,$538K,,5,0.4,8,11/1/2018,90,1/31/2019,,0.2
All Residential,"Chicago, IL - Oakland",0.984614418,10,10,54.5,161.2606838,286950,176.1538462,$301K,,12,0.4,13,11/1/2018,90,1/31/2019,,0.1
All Residential,"Chicago, IL - Irving Woods",0.974948932,16,11,44,209.9206349,289000,195.2380952,$235K,,9,0.125,13,11/1/2018,90,1/31/2019,,0.0625
All Residential,"Chicago, IL - Uptown",0.967563415,154,141,54,216.6666667,235000,200,$244K,,129,0.227272727,172,11/1/2018,90,1/31/2019,,0.12987013
All Residential,"Chicago, IL - Palmer Square",0.98863903,11,14,20,260.7142857,482450,235.7142857,$540K,,14,0.454545455,15,11/1/2018,90,1/31/2019,,0.272727273
All Residential,"Chicago, IL - Golden Ghetto",0.965700936,19,33,55,139.9,135000,127.8409091,$140K,,14,0.105263158,25,11/1/2018,90,1/31/2019,,0.157894737
All Residential,"Chicago, IL - Ranch Triangle",0.96383915,28,18,94.5,357.5145349,787500,363.3333333,$689K,,14,0.071428571,26,11/1/2018,90,1/31/2019,,0.071428571
All Residential,"Chicago, IL - Hollywood Park",0.96279315,4,10,57,259.7510373,251450,182.2853847,$340K,,6,0.25,4,11/1/2018,90,1/31/2019,,0.25
All Residential,"Chicago, IL - Ashburn",0.986537154,106,79,39,145.706619,202450,142.4960498,$190K,,74,0.245283019,104,11/1/2018,90,1/31/2019,,0.377358491
All Residential,"Chicago, IL - Mayfair",0.972309584,13,17,84,159.996337,303700,192.2734773,$325K,,8,0,19,11/1/2018,90,1/31/2019,,0.230769231
All Residential,"Chicago, IL - New East Side",0.96747641,28,104,109,466.2379421,442500,389.2405063,$460K,,60,0.107142857,45,11/1/2018,90,1/31/2019,,0.107142857
All Residential,"Chicago, IL - Far North Side",0.965550423,945,1101,62,205.2556818,279450,191.5322581,$269K,,902,0.187301587,1114,11/1/2018,90,1/31/2019,,0.125925926
All Residential,"Chicago, IL - Schorsch Forest View",0.945814561,4,1,62,214.6341463,259900,251.0835461,$344K,,4,0.25,4,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Noble Square",0.982819236,10,25,42,337.9837893,599000,246.4285714,$496K,,23,0.2,25,11/1/2018,90,1/31/2019,,0.1
All Residential,"Chicago, IL - Gold Coast",0.948191209,61,222,82,343.6781609,499900,323.6842105,$485K,,97,0.114754098,66,11/1/2018,90,1/31/2019,,0.049180328
All Residential,"Chicago, IL - Kennedy Park",0.966561829,4,4,49,200.7194245,199900,207.1842105,$221K,,3,0.25,3,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Edgebrook",0.972286857,14,14,100,233.8321753,529900,259.2728582,$476K,,13,0.071428571,12,11/1/2018,90,1/31/2019,,0.142857143
All Residential,"Chicago, IL - Albany Park",0.960718295,63,77,77,187.8004808,325000,182.231405,$262K,,79,0.19047619,75,11/1/2018,90,1/31/2019,,0.111111111
All Residential,"Chicago, IL - East Rogers Park",0.976294232,90,120,46,161.8333333,179900,166.4794007,$190K,,89,0.277777778,109,11/1/2018,90,1/31/2019,,0.166666667
All Residential,"Chicago, IL - Wrigleyville",0.967858162,9,9,72,284.6091205,543000,283.3333333,$425K,,7,0,11,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Kelvyn Park",0.990919492,3,5,116,168.966586,329450,134.8781937,$227K,,4,0,4,11/1/2018,90,1/31/2019,,0.333333333
All Residential,"Chicago, IL - Far Southeast Side",0.967813869,459,760,47.5,70.93548387,99999,66.3453926,$92K,,605,0.244008715,524,11/1/2018,90,1/31/2019,,0.254901961
All Residential,"Chicago, IL - Ravenswood Gardens",0.949105519,4,3,47.5,341.1306043,412500,276.2751159,$476K,,2,0.25,5,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Old Hegewisch",0.96032506,9,16,55,94.51844262,114900,93.79084967,$144K,,9,0.222222222,9,11/1/2018,90,1/31/2019,,0.222222222
All Residential,"Chicago, IL - Prairie District",1.010348978,22,29,59,302.1807652,349900,302.9739777,$366K,,29,0.227272727,23,11/1/2018,90,1/31/2019,,0.545454545
All Residential,"Chicago, IL - Old Irving Park",0.97294078,32,40,71,199.5,399000,193.8085106,$374K,,24,0.21875,30,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - Mount Greenwood",0.954619452,49,48,68,191.7850442,227450,177.1004942,$247K,,38,0.285714286,52,11/1/2018,90,1/31/2019,,0.040816327
All Residential,"Chicago, IL - South Austin",0.995533314,97,88,26,77.40998839,151250,83.75,$136K,,112,0.360824742,100,11/1/2018,90,1/31/2019,,0.357142857
All Residential,"Chicago, IL - Graceland West",0.957126588,8,14,42,264.4999,477000,311.7647059,$267K,,11,0.375,10,11/1/2018,90,1/31/2019,,0.125
All Residential,"Chicago, IL - Tri-Taylor",0.964764453,11,11,91,200.4729916,379000,196.7934783,$350K,,10,0.272727273,18,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - East Garfield Park",0.975655885,49,39,61.5,83.64955357,156450,75.14478765,$154K,,39,0.244897959,47,11/1/2018,90,1/31/2019,,0.265306122
All Residential,"Chicago, IL - South Lawndale / Little Village",0.950785416,49,38,40,95.13274336,169900,102.5798526,$180K,,51,0.326530612,55,11/1/2018,90,1/31/2019,,0.142857143
All Residential,"Chicago, IL - West Town",0.973160935,262,432,64,310.9722222,550000,276.4094143,$485K,,316,0.164122137,333,11/1/2018,90,1/31/2019,,0.122137405
All Residential,"Chicago, IL - Kosciuszko Park",0.983377645,13,25,35,227.991853,449750,184.4774893,$255K,,18,0.230769231,13,11/1/2018,90,1/31/2019,,0.153846154
All Residential,"Chicago, IL - Belmont Gardens",0.986468117,21,21,80.5,166.751269,299900,155.205314,$309K,,19,0.19047619,23,11/1/2018,90,1/31/2019,,0.142857143
All Residential,"Chicago, IL - Peterson Park",0.95640794,2,4,136,166.25,399000,175.15625,$409K,,3,0,5,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Ukrainian Village",0.966671834,31,46,73,315.5555556,579000,286.5384615,$490K,,35,0.096774194,39,11/1/2018,90,1/31/2019,,0.096774194
All Residential,"Chicago, IL - Gage Park",0.983404062,39,23,30,106.7374329,186200,100.6245663,$162K,,24,0.358974359,41,11/1/2018,90,1/31/2019,,0.384615385
All Residential,"Chicago, IL - Hyde Park",0.944826839,39,85,60,154.7272727,188999.5,143.1880302,$153K,,59,0.230769231,50,11/1/2018,90,1/31/2019,,0.102564103
All Residential,"Chicago, IL - Loyola",0.979211828,55,88,45,156.0714286,160000,168.8545151,$215K,,65,0.254545455,69,11/1/2018,90,1/31/2019,,0.127272727
All Residential,"Chicago, IL - Northwest Side",0.972562156,502,550,57,184.5,289950,179.2516648,$288K,,437,0.215139442,545,11/1/2018,90,1/31/2019,,0.16500994
All Residential,"Chicago, IL - West Chesterfield",0.985682323,13,8,22,100.5555556,146200,71.42857143,$134K,,10,0.384615385,11,11/1/2018,90,1/31/2019,,0.230769231
All Residential,"Chicago, IL - Avalon Park",0.996231927,35,36,52,77.72222222,139900,87.67182817,$119K,,33,0.314285714,38,11/1/2018,90,1/31/2019,,0.342857143
All Residential,"Chicago, IL - East Village",0.974761692,34,50,79,301.1405685,555000,287.0593189,$545K,,38,0.088235294,40,11/1/2018,90,1/31/2019,,0.088235294
All Residential,"Chicago, IL - Portage Park",0.972114181,149,114,57,173.5615079,299000,172.4502433,$320K,,106,0.22147651,147,11/1/2018,90,1/31/2019,,0.16
All Residential,"Chicago, IL - North Kenwood",0.938535886,8,20,152,164.9520202,274900,140,$360K,,9,0.125,8,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - Jeffrey Manor",0.913198468,5,15,29,65.99719674,81950,40.52684904,$40K,,12,0.2,9,11/1/2018,90,1/31/2019,,0
All Residential,"Chicago, IL - East Side",0.95267592,34,52,46,86.96371443,123634.5,91.83710126,$120K,,24,0.235294118,27,11/1/2018,90,1/31/2019,,0.235294118
All Residential,"Chicago, IL - Fulton River District",0.985362676,28,45,65.5,360.0272727,460000,335.4166667,$381K,,27,0.214285714,41,11/1/2018,90,1/31/2019,,0.321428571
All Residential,"Chicago, IL - Brainerd",1.012576637,37,45,40.5,72.43713733,100000,69.64285714,$105K,,55,0.27027027,49,11/1/2018,90,1/31/2019,,0.351351351
All Residential,"Chicago, IL - North Lawndale",0.978723671,47,69,49.5,71.69509595,166000,63.67041199,$129K,,77,0.234042553,67,11/1/2018,90,1/31/2019,,0.276595745
All Residential,"Chicago, IL - West Chatham",0.976987695,5,6,80,44.23503326,106700,102.4,$190K,,6,0.4,7,11/1/2018,90,1/31/2019,,0.4
All Residential,"Chicago, IL - Grand Crossing",0.926775417,30,56,60,57.63032699,99250,52.84090909,$72K,,42,0.333333333,35,11/1/2018,90,1/31/2019,,0.166666667
All Residential,"Chicago, IL - Hyde Park Kenwood Historic District",0.932891399,36,79,83,165.3846154,177447.5,141.3760603,$201K,,45,0.111111111,48,11/1/2018,90,1/31/2019,,0.111111111
All Residential,"Chicago, IL - Park Manor",0.96634425,41,64,35.5,71.25407166,129400,49.68345971,$75K,,66,0.317073171,52,11/1/2018,90,1/31/2019,,0.317073171
All Residential,"Chicago, IL - East Beverly",0.956805173,7,20,14,145.1549684,229999,97.54990926,$215K,,15,0.571428571,8,11/1/2018,90,1/31/2019,,0.142857143
All Residential,"Chicago, IL - Roscoe Village",0.964937608,25,56,95,331.1775714,675000,282.3120915,$540K,,40,0.16,33,11/1/2018,90,1/31/2019,,0.12
All Residential,"Chicago, IL - Galewood",0.976171793,36,34,31,161.7128478,245250,167.2862454,$234K,,33,0.305555556,34,11/1/2018,90,1/31/2019,,0.25
All Residential,"Chicago, IL - Brighton Park",0.959071885,37,47,39,149.1666667,208000,123.5376314,$207K,,49,0.27027027,36,11/1/2018,90,1/31/2019,,0.216216216
